job_title,experience_level,employment_type,work_models,salary,company_size
Machine Learning Engineer,Mid-level,Full-time,On-site,230000,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,150000,Medium
Machine Learning Researcher,Mid-level,Full-time,Remote,130000,Medium
Data Scientist,Mid-level,Full-time,On-site,180000,Medium
Data Scientist,Mid-level,Full-time,On-site,120000,Medium
Data Analyst,Senior-level,Full-time,Remote,192500,Medium
Data Analyst,Senior-level,Full-time,Remote,140000,Medium
Data Engineer,Senior-level,Full-time,On-site,152500,Medium
Data Analyst,Senior-level,Full-time,Remote,65000,Medium
Data Analyst,Senior-level,Full-time,Remote,55000,Medium
Data Engineer,Senior-level,Full-time,On-site,178750,Medium
Data Engineer,Senior-level,Full-time,On-site,160000,Medium
Machine Learning Scientist,Mid-level,Full-time,On-site,165000,Medium
Machine Learning Scientist,Mid-level,Full-time,On-site,135000,Medium
Analytics Engineer,Senior-level,Full-time,Remote,170000,Medium
Analytics Engineer,Senior-level,Full-time,Remote,125000,Medium
Data Engineer,Senior-level,Full-time,On-site,105000,Medium
Data Engineer,Senior-level,Full-time,On-site,70000,Medium
Data Scientist,Senior-level,Full-time,On-site,130000,Medium
Data Scientist,Senior-level,Full-time,On-site,95000,Medium
Data Scientist,Senior-level,Full-time,On-site,203500,Medium
Data Scientist,Senior-level,Full-time,On-site,152000,Medium
Data Engineer,Senior-level,Full-time,Remote,197430,Medium
Data Engineer,Senior-level,Full-time,Remote,134760,Medium
Data Scientist,Mid-level,Full-time,Remote,120000,Medium
Data Engineer,Senior-level,Full-time,On-site,197000,Medium
Data Engineer,Senior-level,Full-time,On-site,99000,Medium
Data Engineer,Senior-level,Full-time,Remote,162000,Medium
Data Architect,Senior-level,Full-time,Remote,149040,Medium
Data Architect,Senior-level,Full-time,Remote,113900,Medium
Data Analytics Consultant,Entry-level,Freelance,Remote,50000,Small
Data Scientist,Senior-level,Full-time,On-site,185900,Medium
Data Scientist,Senior-level,Full-time,On-site,129300,Medium
Data Engineer,Senior-level,Full-time,Remote,230000,Medium
Data Engineer,Senior-level,Full-time,Remote,154600,Medium
Data Engineer,Mid-level,Full-time,Remote,75000,Medium
Data Engineer,Senior-level,Full-time,On-site,213000,Medium
Data Engineer,Senior-level,Full-time,On-site,152000,Medium
Data Scientist,Senior-level,Full-time,Remote,120000,Medium
Data Scientist,Senior-level,Full-time,On-site,110000,Medium
Data Scientist,Senior-level,Full-time,On-site,70000,Medium
ML Engineer,Senior-level,Full-time,Remote,243000,Medium
ML Engineer,Senior-level,Full-time,Remote,183000,Medium
Data Engineer,Senior-level,Full-time,On-site,150000,Medium
Data Scientist,Mid-level,Full-time,Remote,130000,Medium
Data Scientist,Mid-level,Full-time,Remote,90000,Medium
Data Analyst,Mid-level,Full-time,On-site,165000,Medium
Data Analyst,Mid-level,Full-time,On-site,124000,Medium
Data Engineer,Senior-level,Full-time,On-site,300000,Medium
Data Analyst,Senior-level,Full-time,Remote,116000,Medium
Data Analyst,Senior-level,Full-time,Remote,96000,Medium
Data Analyst,Senior-level,Full-time,On-site,105000,Medium
Data Analyst,Senior-level,Full-time,On-site,70000,Medium
Data Analyst,Senior-level,Full-time,On-site,100000,Medium
Machine Learning Engineer,Entry-level,Full-time,On-site,189750,Medium
Machine Learning Engineer,Entry-level,Full-time,On-site,140250,Medium
Data Analyst,Senior-level,Full-time,On-site,130000,Medium
Data Analyst,Mid-level,Full-time,On-site,160000,Medium
Data Analyst,Mid-level,Full-time,On-site,109000,Medium
Research Engineer,Senior-level,Full-time,On-site,250000,Medium
Research Engineer,Senior-level,Full-time,On-site,150000,Medium
Data Analyst,Mid-level,Full-time,On-site,206000,Medium
Data Engineer,Senior-level,Full-time,On-site,135000,Medium
Data Engineer,Senior-level,Full-time,On-site,191200,Medium
Data Engineer,Senior-level,Full-time,On-site,230000,Large
Data Engineer,Senior-level,Full-time,On-site,154600,Large
Data Analyst,Mid-level,Full-time,Remote,80000,Large
Analytics Engineer,Senior-level,Full-time,On-site,135000,Medium
Analytics Engineer,Senior-level,Full-time,On-site,110000,Medium
Data Analytics Manager,Mid-level,Full-time,On-site,155000,Medium
Data Analytics Manager,Mid-level,Full-time,On-site,140000,Medium
Data Engineer,Senior-level,Full-time,Remote,205000,Medium
Data Engineer,Senior-level,Full-time,On-site,179500,Medium
Data Engineer,Senior-level,Full-time,On-site,134000,Medium
Data Scientist,Senior-level,Full-time,Remote,145000,Medium
Data Architect,Senior-level,Full-time,Remote,235000,Medium
Data Architect,Senior-level,Full-time,Remote,175000,Medium
Data Engineer,Mid-level,Full-time,Remote,90000,Medium
Data Specialist,Mid-level,Full-time,On-site,165000,Medium
Data Specialist,Mid-level,Full-time,On-site,135000,Medium
Data Engineer,Senior-level,Full-time,On-site,168400,Medium
Data Engineer,Senior-level,Full-time,On-site,105200,Medium
Data Engineer,Senior-level,Full-time,On-site,200000,Medium
Data Scientist,Senior-level,Full-time,On-site,198800,Medium
Data Scientist,Senior-level,Full-time,On-site,122600,Medium
Data Engineer,Senior-level,Full-time,Remote,125000,Medium
Data Engineer,Senior-level,Full-time,Remote,110000,Medium
Data Scientist,Senior-level,Full-time,Remote,148000,Medium
Data Scientist,Senior-level,Full-time,Remote,107000,Medium
Data Science Manager,Senior-level,Full-time,On-site,299500,Medium
Data Science Manager,Senior-level,Full-time,On-site,245100,Medium
Data Scientist,Senior-level,Full-time,Remote,168000,Medium
Data Scientist,Senior-level,Full-time,Remote,130000,Medium
Data Engineer,Mid-level,Full-time,Remote,161000,Medium
Data Engineer,Mid-level,Full-time,Remote,118000,Medium
Applied Scientist,Senior-level,Full-time,Remote,205000,Medium
Data Science Manager,Senior-level,Full-time,On-site,247500,Medium
Data Science Manager,Senior-level,Full-time,On-site,172200,Medium
Data Analyst,Senior-level,Full-time,On-site,177000,Medium
Data Analyst,Senior-level,Full-time,On-site,131000,Medium
Data Engineer,Senior-level,Full-time,On-site,146000,Medium
Data Engineer,Senior-level,Full-time,On-site,102000,Medium
Data Engineer,Mid-level,Full-time,On-site,80000,Medium
Data Engineer,Mid-level,Full-time,On-site,65000,Medium
Data Engineer,Mid-level,Full-time,Remote,175000,Medium
Data Engineer,Mid-level,Full-time,Remote,135000,Medium
Data Scientist,Entry-level,Full-time,On-site,80000,Medium
Data Engineer,Senior-level,Full-time,Remote,231250,Medium
Data Engineer,Senior-level,Full-time,Remote,138750,Medium
Analytics Engineer,Senior-level,Full-time,Remote,193750,Medium
Analytics Engineer,Senior-level,Full-time,Remote,116250,Medium
Analytics Engineer,Senior-level,Full-time,Remote,231250,Medium
Analytics Engineer,Senior-level,Full-time,Remote,138750,Medium
Data Engineer,Senior-level,Full-time,Remote,193750,Medium
Data Engineer,Senior-level,Full-time,Remote,116250,Medium
Data Scientist,Senior-level,Full-time,Remote,208000,Medium
Data Scientist,Senior-level,Full-time,Remote,127000,Medium
Research Scientist,Senior-level,Full-time,Remote,300000,Medium
Research Scientist,Senior-level,Full-time,Remote,196000,Medium
Data Scientist,Senior-level,Full-time,Remote,205000,Medium
Data Scientist,Senior-level,Full-time,Remote,185000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,247500,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,172200,Medium
Data Analyst,Senior-level,Full-time,On-site,110000,Medium
Data Science Tech Lead,Senior-level,Full-time,Hybrid,375000,Large
Data Scientist,Senior-level,Full-time,On-site,225000,Medium
Data Scientist,Senior-level,Full-time,On-site,156400,Medium
Data Scientist,Senior-level,Full-time,On-site,140700,Medium
Data Scientist,Senior-level,Full-time,On-site,93800,Medium
Data Scientist,Senior-level,Full-time,Remote,350000,Medium
Data Scientist,Senior-level,Full-time,Remote,135000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,201000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,119000,Medium
Data Engineer,Senior-level,Full-time,Remote,175000,Medium
Data Analyst,Senior-level,Full-time,On-site,154560,Medium
Data Analyst,Senior-level,Full-time,On-site,123648,Medium
Data Engineer,Mid-level,Full-time,On-site,170000,Medium
Data Engineer,Mid-level,Full-time,On-site,145000,Medium
Data Engineer,Senior-level,Full-time,Remote,135000,Medium
Data Engineer,Senior-level,Full-time,Remote,100000,Medium
Data Scientist,Senior-level,Full-time,On-site,247500,Medium
Data Scientist,Senior-level,Full-time,On-site,172200,Medium
Data Scientist,Senior-level,Full-time,Remote,177500,Medium
Data Scientist,Senior-level,Full-time,Remote,134000,Medium
Data Architect,Senior-level,Full-time,Remote,192564,Medium
Data Architect,Senior-level,Full-time,Remote,144854,Medium
Data Engineer,Senior-level,Full-time,Remote,179305,Medium
Data Engineer,Senior-level,Full-time,Remote,142127,Medium
Data Engineer,Senior-level,Full-time,Remote,315000,Medium
Data Engineer,Senior-level,Full-time,Remote,225000,Medium
Data Scientist,Senior-level,Full-time,Remote,243900,Medium
Data Scientist,Senior-level,Full-time,Remote,156600,Medium
Data Analyst,Mid-level,Full-time,On-site,79000,Medium
Data Engineer,Senior-level,Full-time,Remote,182500,Medium
Data Engineer,Senior-level,Full-time,Remote,128500,Medium
Data Manager,Entry-level,Full-time,Remote,77300,Medium
Data Manager,Entry-level,Full-time,Remote,45600,Medium
Data Analyst,Senior-level,Full-time,Remote,110000,Medium
Data Architect,Senior-level,Full-time,Remote,210000,Medium
Data Architect,Senior-level,Full-time,Remote,136000,Medium
Data Engineer,Senior-level,Full-time,Remote,170000,Medium
Data Engineer,Senior-level,Full-time,Remote,140000,Medium
Data Engineer,Senior-level,Full-time,On-site,247500,Medium
Data Engineer,Senior-level,Full-time,On-site,172200,Medium
Data Engineer,Senior-level,Full-time,On-site,225000,Medium
Data Engineer,Senior-level,Full-time,On-site,184100,Medium
Data Scientist,Mid-level,Full-time,Remote,100000,Medium
Data Scientist,Mid-level,Full-time,Remote,85000,Medium
Data Scientist,Mid-level,Full-time,Remote,78000,Medium
Data Engineer,Senior-level,Full-time,Remote,161000,Medium
Head of Data,Executive-level,Full-time,On-site,205000,Medium
Head of Data,Executive-level,Full-time,On-site,160000,Medium
Data Scientist,Senior-level,Full-time,On-site,245000,Medium
Data Scientist,Senior-level,Full-time,On-site,180000,Medium
Data Engineer,Senior-level,Full-time,On-site,220000,Medium
Data Scientist,Senior-level,Full-time,On-site,198440,Large
Data Scientist,Senior-level,Full-time,On-site,144000,Large
Data Engineer,Senior-level,Full-time,On-site,240000,Medium
Data Scientist,Senior-level,Full-time,On-site,198440,Medium
Data Scientist,Senior-level,Full-time,On-site,144000,Medium
Data Analyst,Mid-level,Full-time,Remote,150000,Medium
Data Analyst,Entry-level,Full-time,Remote,64000,Large
Data Analyst,Senior-level,Full-time,On-site,150000,Medium
Data Analyst,Senior-level,Full-time,On-site,127000,Medium
Data Engineer,Senior-level,Full-time,Remote,275000,Medium
Data Engineer,Senior-level,Full-time,Remote,166000,Medium
Data Scientist,Senior-level,Full-time,On-site,159699,Medium
Data Scientist,Senior-level,Full-time,On-site,138938,Medium
BI Analyst,Entry-level,Full-time,Hybrid,76000,Large
Data Analyst,Senior-level,Full-time,On-site,80000,Medium
Data Analyst,Senior-level,Full-time,On-site,52500,Medium
Data Engineer,Senior-level,Full-time,Remote,236000,Medium
Data Engineer,Senior-level,Full-time,Remote,182000,Medium
Data Scientist,Senior-level,Full-time,Remote,180000,Medium
Data Analyst,Senior-level,Full-time,Remote,135000,Medium
Research Engineer,Mid-level,Full-time,Remote,240000,Medium
Data Analyst,Entry-level,Part-time,Hybrid,125404,Small
Data Engineer,Senior-level,Full-time,Remote,195000,Medium
Data Engineer,Senior-level,Full-time,On-site,110000,Medium
Data Operations Analyst,Senior-level,Full-time,On-site,123000,Medium
Data Operations Analyst,Senior-level,Full-time,On-site,92250,Medium
ML Engineer,Mid-level,Full-time,Remote,180000,Medium
ML Engineer,Mid-level,Full-time,Remote,100000,Medium
Data Engineer,Senior-level,Full-time,Remote,97000,Medium
Data Engineer,Senior-level,Full-time,Remote,90000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,180000,Medium
Data Engineer,Senior-level,Full-time,On-site,260000,Medium
Data Engineer,Senior-level,Full-time,On-site,180000,Medium
Analytics Engineer,Executive-level,Full-time,Remote,210000,Medium
Analytics Engineer,Executive-level,Full-time,Remote,157000,Medium
Data Analyst,Mid-level,Full-time,On-site,80000,Medium
Data Analyst,Mid-level,Full-time,On-site,52500,Medium
Data Architect,Senior-level,Full-time,On-site,128000,Medium
Data Architect,Senior-level,Full-time,On-site,81500,Medium
Data Operations Engineer,Senior-level,Full-time,On-site,105000,Medium
Data Operations Engineer,Senior-level,Full-time,On-site,70000,Medium
Data Scientist,Senior-level,Full-time,On-site,175000,Medium
Data Scientist,Senior-level,Full-time,On-site,122500,Medium
Data Engineer,Senior-level,Full-time,On-site,171000,Medium
Data Engineer,Senior-level,Full-time,On-site,117000,Medium
Data Scientist,Senior-level,Full-time,On-site,202800,Large
Data Scientist,Senior-level,Full-time,On-site,104300,Large
Data Architect,Senior-level,Full-time,On-site,345600,Medium
Data Architect,Senior-level,Full-time,On-site,230400,Medium
Data Analyst,Senior-level,Full-time,Remote,175950,Medium
Data Analyst,Senior-level,Full-time,Remote,130050,Medium
Data Engineer,Senior-level,Full-time,On-site,205600,Large
Data Engineer,Senior-level,Full-time,On-site,105700,Large
Data Analyst,Senior-level,Full-time,Remote,236600,Medium
Data Scientist,Entry-level,Full-time,Remote,80000,Large
Data Science Lead,Senior-level,Full-time,Hybrid,165000,Small
Machine Learning Engineer,Entry-level,Full-time,On-site,108000,Small
Data Scientist,Senior-level,Full-time,Remote,155000,Medium
Data Scientist,Senior-level,Full-time,Remote,38000,Medium
Data Analyst,Mid-level,Full-time,On-site,85000,Medium
Data Analyst,Mid-level,Full-time,On-site,65000,Medium
Data Scientist,Senior-level,Full-time,Remote,153600,Medium
Data Scientist,Senior-level,Full-time,Remote,106800,Medium
Data Scientist,Senior-level,Full-time,Remote,50000,Medium
Data Scientist,Senior-level,Full-time,On-site,123400,Medium
Data Scientist,Senior-level,Full-time,On-site,88100,Medium
Data Scientist,Senior-level,Full-time,Remote,120000,Small
Data Scientist,Senior-level,Full-time,Remote,55000,Small
Analytics Engineer,Senior-level,Full-time,On-site,150000,Medium
Analytics Engineer,Senior-level,Full-time,On-site,120000,Medium
Data Science Consultant,Senior-level,Full-time,On-site,139000,Medium
Data Analyst,Senior-level,Full-time,On-site,139600,Medium
Data Analyst,Senior-level,Full-time,On-site,85700,Medium
Data Engineer,Senior-level,Full-time,Remote,185000,Medium
Data Engineer,Senior-level,Full-time,Remote,50000,Medium
Data Scientist,Senior-level,Full-time,Remote,200000,Medium
ML Engineer,Mid-level,Full-time,Remote,148500,Large
ML Engineer,Mid-level,Full-time,Remote,98200,Large
Data Analyst,Senior-level,Full-time,Remote,115000,Medium
Data Analyst,Senior-level,Full-time,Remote,95000,Medium
Data Architect,Senior-level,Full-time,Remote,225000,Medium
Data Architect,Senior-level,Full-time,Remote,66000,Medium
Data Manager,Mid-level,Full-time,On-site,134000,Medium
Data Manager,Mid-level,Full-time,On-site,98000,Medium
Data Analyst,Mid-level,Full-time,On-site,105000,Medium
Data Analyst,Mid-level,Full-time,On-site,62000,Medium
BI Data Analyst,Entry-level,Full-time,Remote,57000,Large
Data Scientist,Mid-level,Full-time,Remote,144200,Medium
Data Scientist,Mid-level,Full-time,Remote,115360,Medium
Data Architect,Senior-level,Full-time,Remote,180000,Medium
Data Architect,Senior-level,Full-time,Remote,160000,Medium
Data Scientist,Mid-level,Full-time,Hybrid,108000,Large
Machine Learning Manager,Senior-level,Full-time,Remote,200000,Medium
Machine Learning Manager,Senior-level,Full-time,Remote,150000,Medium
Data Engineer,Senior-level,Full-time,Remote,188700,Medium
Data Engineer,Senior-level,Full-time,Remote,160395,Medium
Data Scientist,Senior-level,Full-time,Remote,198440,Medium
Data Scientist,Senior-level,Full-time,Remote,144000,Medium
Applied Scientist,Senior-level,Full-time,Remote,191475,Medium
Applied Scientist,Senior-level,Full-time,Remote,141525,Medium
Lead Data Scientist,Senior-level,Full-time,Remote,156868,Large
Data Analyst,Senior-level,Contract,Remote,90000,Medium
Data Engineer,Senior-level,Full-time,Remote,200000,Medium
Data Engineer,Senior-level,Full-time,Remote,180000,Medium
Analytics Engineer,Mid-level,Full-time,Remote,108000,Medium
Analytics Engineer,Mid-level,Full-time,Remote,85000,Medium
Data Engineer,Senior-level,Full-time,Remote,165000,Medium
Data Engineer,Senior-level,Full-time,Remote,132000,Medium
Analytics Engineer,Senior-level,Full-time,Remote,130000,Medium
Analytics Engineer,Senior-level,Full-time,Remote,110000,Medium
Data Analytics Engineer,Mid-level,Full-time,Remote,135000,Large
Data Engineer,Senior-level,Full-time,Remote,178800,Large
Data Engineer,Senior-level,Full-time,Remote,132100,Large
Data Analyst,Entry-level,Full-time,Hybrid,20000,Medium
Data Engineer,Senior-level,Full-time,Remote,160000,Medium
Data Engineer,Senior-level,Full-time,Remote,85000,Medium
ETL Developer,Senior-level,Full-time,Remote,250000,Medium
ETL Developer,Senior-level,Full-time,Remote,63000,Medium
Data Engineer,Executive-level,Full-time,Remote,187200,Medium
Data Engineer,Executive-level,Full-time,Remote,116100,Medium
Data Engineer,Senior-level,Full-time,Remote,145000,Medium
Data Engineer,Senior-level,Full-time,On-site,229998,Large
Data Engineer,Senior-level,Full-time,On-site,154545,Large
Data Scientist,Senior-level,Full-time,On-site,215000,Large
Data Scientist,Senior-level,Full-time,On-site,159000,Large
AI Scientist,Entry-level,Full-time,Remote,50000,Medium
Data Scientist Lead,Senior-level,Full-time,Remote,183000,Large
Data Analyst,Senior-level,Full-time,Remote,99750,Medium
Data Analyst,Senior-level,Full-time,Remote,68400,Medium
Data Scientist,Senior-level,Full-time,Remote,236900,Large
Data Scientist,Senior-level,Full-time,Remote,159200,Large
Data Science Manager,Senior-level,Full-time,Remote,243225,Medium
Data Science Manager,Senior-level,Full-time,Remote,179775,Medium
Data Scientist,Senior-level,Full-time,Remote,128000,Medium
Data Scientist,Senior-level,Full-time,Remote,191475,Medium
Data Scientist,Senior-level,Full-time,Remote,141525,Medium
Data Scientist,Senior-level,Full-time,On-site,218000,Medium
Data Scientist,Senior-level,Full-time,On-site,145300,Medium
ML Engineer,Senior-level,Full-time,Remote,195400,Large
ML Engineer,Senior-level,Full-time,Remote,131300,Large
Data Specialist,Entry-level,Full-time,Remote,105000,Large
Data Scientist,Senior-level,Full-time,Remote,207000,Medium
Data Scientist,Senior-level,Full-time,Remote,153000,Medium
Data Analyst,Senior-level,Full-time,On-site,99000,Medium
Data Engineer,Senior-level,Full-time,On-site,195700,Medium
Data Engineer,Senior-level,Full-time,On-site,130500,Medium
ML Engineer,Senior-level,Full-time,Remote,130000,Medium
ML Engineer,Senior-level,Full-time,Remote,84000,Medium
Data Operations Engineer,Mid-level,Full-time,Remote,100000,Medium
Data Operations Engineer,Mid-level,Full-time,Remote,60000,Medium
Data Engineer,Senior-level,Full-time,On-site,141300,Medium
Data Engineer,Senior-level,Full-time,On-site,102100,Medium
Business Data Analyst,Mid-level,Full-time,Remote,150000,Large
Data Analyst,Senior-level,Full-time,Remote,144000,Medium
Data Analyst,Senior-level,Full-time,Remote,113000,Medium
Data Architect,Senior-level,Full-time,Remote,195400,Large
Data Architect,Senior-level,Full-time,Remote,131300,Large
Machine Learning Engineer,Senior-level,Full-time,Remote,195400,Large
Machine Learning Engineer,Senior-level,Full-time,Remote,131300,Large
Data Engineer,Senior-level,Full-time,Remote,80000,Medium
NLP Engineer,Mid-level,Contract,Remote,60000,Small
Data Engineer,Senior-level,Full-time,Remote,105000,Medium
Analytics Engineer,Senior-level,Full-time,Remote,190000,Medium
Analytics Engineer,Senior-level,Full-time,Remote,140000,Medium
Data Scientist,Senior-level,Full-time,Remote,180000,Large
Data Scientist,Senior-level,Full-time,Remote,165000,Large
Applied Machine Learning Scientist,Senior-level,Full-time,On-site,108000,Large
Data Scientist,Senior-level,Full-time,On-site,179400,Medium
Data Scientist,Senior-level,Full-time,On-site,154000,Medium
Machine Learning Scientist,Senior-level,Full-time,On-site,193900,Medium
Machine Learning Scientist,Senior-level,Full-time,On-site,129300,Medium
Data Science Manager,Executive-level,Full-time,On-site,222640,Medium
Data Science Manager,Executive-level,Full-time,On-site,182160,Medium
Data Engineer,Mid-level,Full-time,On-site,150000,Medium
Data Engineer,Mid-level,Full-time,On-site,100000,Medium
Analytics Engineer,Senior-level,Full-time,Remote,122500,Medium
Analytics Engineer,Senior-level,Full-time,Remote,100000,Medium
Data Engineer,Executive-level,Full-time,Remote,297500,Medium
Data Engineer,Executive-level,Full-time,Remote,260000,Medium
Data Engineer,Senior-level,Full-time,Remote,193000,Medium
Data Scientist,Entry-level,Full-time,On-site,93000,Medium
Data Scientist,Entry-level,Full-time,On-site,73000,Medium
Data Scientist,Senior-level,Full-time,Remote,136994,Medium
Data Scientist,Senior-level,Full-time,Remote,101570,Medium
Data Analyst,Mid-level,Full-time,Remote,136000,Medium
Data Analyst,Mid-level,Full-time,Remote,112000,Medium
Data Scientist,Senior-level,Full-time,Remote,172000,Medium
Data Engineer,Senior-level,Full-time,On-site,215000,Medium
Data Engineer,Senior-level,Full-time,On-site,164000,Medium
Data Analyst,Mid-level,Full-time,Remote,97500,Large
Applied Scientist,Senior-level,Full-time,Remote,212800,Medium
Applied Scientist,Senior-level,Full-time,Remote,142800,Medium
Data Scientist,Senior-level,Full-time,On-site,151800,Medium
Data Scientist,Senior-level,Full-time,On-site,130240,Medium
Analytics Engineer,Senior-level,Full-time,Remote,165000,Medium
Analytics Engineer,Senior-level,Full-time,Remote,140250,Medium
Data Scientist,Senior-level,Full-time,Remote,179400,Medium
Data Scientist,Senior-level,Full-time,Remote,154000,Medium
Financial Data Analyst,Mid-level,Full-time,On-site,75000,Medium
Data Scientist,Senior-level,Full-time,On-site,191475,Medium
Data Scientist,Senior-level,Full-time,On-site,141525,Medium
Data Analyst,Senior-level,Full-time,On-site,115000,Large
Data Operations Analyst,Senior-level,Full-time,Remote,81000,Medium
Data Operations Analyst,Senior-level,Full-time,Remote,66000,Medium
Data Analyst,Entry-level,Full-time,Remote,46000,Large
Data Engineer,Entry-level,Full-time,Remote,80000,Large
Machine Learning Scientist,Executive-level,Full-time,Remote,200000,Small
Machine Learning Scientist,Executive-level,Full-time,Remote,180000,Small
AI Scientist,Executive-level,Full-time,Remote,200000,Small
Data Scientist,Senior-level,Full-time,On-site,204100,Medium
Data Scientist,Senior-level,Full-time,On-site,136100,Medium
Analytics Engineer,Senior-level,Full-time,On-site,250000,Medium
Analytics Engineer,Senior-level,Full-time,On-site,63000,Medium
Data Specialist,Senior-level,Full-time,Remote,95000,Medium
Data Specialist,Senior-level,Full-time,Remote,70000,Medium
Applied Machine Learning Scientist,Mid-level,Full-time,Remote,75000,Medium
Data Analyst,Mid-level,Full-time,On-site,113000,Large
Data Scientist,Senior-level,Full-time,Remote,170000,Medium
Data Analytics Consultant,Mid-level,Full-time,Remote,113000,Large
Product Data Analyst,Mid-level,Full-time,Remote,140000,Medium
Data Scientist,Senior-level,Full-time,On-site,160000,Large
Data Scientist,Senior-level,Full-time,On-site,119300,Large
Research Scientist,Mid-level,Full-time,Hybrid,145000,Large
Data Engineer,Senior-level,Full-time,On-site,90000,Medium
ETL Developer,Senior-level,Full-time,Remote,146200,Medium
ETL Developer,Senior-level,Full-time,Remote,124270,Medium
Data Scientist,Mid-level,Full-time,On-site,225000,Medium
Data Scientist,Mid-level,Full-time,On-site,160000,Medium
Analytics Engineer,Senior-level,Full-time,On-site,245000,Medium
Analytics Engineer,Senior-level,Full-time,On-site,180000,Medium
Analytics Engineer,Senior-level,Full-time,On-site,203500,Medium
Analytics Engineer,Senior-level,Full-time,On-site,152000,Medium
Data Engineer,Senior-level,Full-time,On-site,250000,Medium
Data Engineer,Senior-level,Full-time,On-site,63000,Medium
Machine Learning Infrastructure Engineer,Senior-level,Full-time,Remote,186000,Medium
Machine Learning Infrastructure Engineer,Senior-level,Full-time,Remote,148800,Medium
Data Scientist,Entry-level,Full-time,On-site,82000,Large
Applied Machine Learning Scientist,Mid-level,Full-time,Hybrid,173000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,186000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,148800,Medium
Data Science Manager,Mid-level,Full-time,Remote,158000,Medium
Data Science Manager,Mid-level,Full-time,Remote,134000,Medium
Analytics Engineer,Executive-level,Full-time,Remote,200000,Medium
Analytics Engineer,Executive-level,Full-time,Remote,150000,Medium
Data Analyst,Senior-level,Full-time,On-site,216200,Medium
Data Analyst,Senior-level,Full-time,On-site,144100,Medium
ETL Developer,Senior-level,Full-time,On-site,250000,Medium
ETL Developer,Senior-level,Full-time,On-site,63000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,135000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,85000,Medium
Data Science Manager,Senior-level,Full-time,Remote,206000,Medium
Data Science Manager,Senior-level,Full-time,Remote,175100,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,189650,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,164996,Medium
Data Engineer,Senior-level,Full-time,Remote,154000,Medium
Data Engineer,Senior-level,Full-time,Remote,126000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,200000,Large
Machine Learning Engineer,Senior-level,Full-time,Remote,150000,Large
Analytics Engineer,Senior-level,Full-time,Remote,135000,Medium
Data Analyst,Senior-level,Full-time,Remote,117000,Medium
Data Analyst,Senior-level,Full-time,Remote,99450,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,193900,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,129300,Medium
Data Analyst,Senior-level,Full-time,Remote,175000,Medium
Data Analyst,Senior-level,Full-time,Remote,130000,Medium
Data Engineer,Senior-level,Full-time,On-site,188100,Medium
Data Engineer,Senior-level,Full-time,On-site,139860,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,248700,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,167100,Medium
Data Scientist,Senior-level,Full-time,On-site,205000,Medium
Data Architect,Senior-level,Full-time,On-site,141300,Medium
Data Architect,Senior-level,Full-time,On-site,102100,Medium
Data Architect,Senior-level,Full-time,On-site,250000,Medium
Data Architect,Senior-level,Full-time,On-site,63000,Medium
Data Science Manager,Senior-level,Full-time,Remote,189500,Large
Data Science Manager,Senior-level,Full-time,Remote,140100,Large
Data Engineer,Senior-level,Full-time,Remote,177600,Large
Data Engineer,Senior-level,Full-time,Remote,131300,Large
Data Engineer,Mid-level,Full-time,On-site,24000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,202900,Large
Data Engineer,Senior-level,Full-time,Remote,115000,Medium
Machine Learning Engineer,Entry-level,Full-time,Hybrid,115000,Large
Machine Learning Engineer,Mid-level,Full-time,On-site,193900,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,129300,Medium
Data Scientist,Senior-level,Full-time,Remote,140000,Large
Data Analyst,Mid-level,Full-time,On-site,216200,Medium
Data Analyst,Mid-level,Full-time,On-site,144100,Medium
Machine Learning Scientist,Senior-level,Full-time,On-site,216000,Medium
Machine Learning Scientist,Senior-level,Full-time,On-site,144000,Medium
Data Analyst,Entry-level,Full-time,Remote,150000,Large
Analytics Engineer,Senior-level,Full-time,Remote,48000,Small
Data Science Manager,Executive-level,Full-time,On-site,260500,Medium
Data Science Manager,Executive-level,Full-time,On-site,175100,Medium
Data Analyst,Entry-level,Full-time,Remote,55000,Small
Data Analyst,Mid-level,Full-time,Remote,130000,Medium
Data Engineer,Senior-level,Full-time,On-site,206699,Medium
Data Engineer,Senior-level,Full-time,On-site,99100,Medium
